ensgid	alias	pHaplo	pTriplo	pHaplo_decile	pTriplo_decile
ENSG00000111412	C12orf49	0.737389993791568	0.217344067070504	7	2
ENSG00000111452	GPR133	0.88398687508388	0.162285613296452	8	1
ENSG00000111647	UHRF1BP1L	0.509778514264511	0.0952989248804762	5	0
ENSG00000111913	FAM65B	0.864625841992911	0.342373420012181	8	4
ENSG00000112144	ICK	0.485673674822958	0.721194624400482	5	7
ENSG00000112297	AIM1	0.646786641323591	0.328315692452824	6	4
ENSG00000112379	KIAA1244	0.924848224910399	0.787913485986786	8	8
ENSG00000112414	GPR126	0.858292213442054	0.430923446149113	8	5
ENSG00000112624	GLTSCR1L	0.947213463393637	0.902184992635352	9	8
ENSG00000112761	WISP3	0.244620215685809	0.201936136119191	3	2
ENSG00000112773	FAM46A	0.867926249122333	0.712549252187546	8	7
ENSG00000112851	ERBB2IP	0.842491324037917	0.688040053370676	8	7
ENSG00000112941	PAPD7	0.995010331326568	0.999760316380299	9	9
ENSG00000113163	COL4A3BP	0.711846973906215	0.61604947788374	7	7
ENSG00000113407	TARS	0.44103471048215	0.431612605397202	5	5
ENSG00000113643	RARS	0.868552951159201	0.38394915096485	8	5
ENSG00000113648	H2AFY	0.809733854886378	0.979144179293408	8	9
ENSG00000113811	SELK	0.303901789799622	0.318138117838753	3	4
ENSG00000114656	KIAA1257	0.129687699885353	0.0901785469002127	1	0
ENSG00000115866	DARS	0.63803655842464	0.715590166602037	6	7
ENSG00000116299	KIAA1324	0.400462138861195	0.479877144682899	4	6
ENSG00000116747	TROVE2	0.831610478064611	0.711183561770094	8	7
ENSG00000116863	ADPRHL2	0.216259432304876	0.766280440067141	2	8
ENSG00000117114	LPHN2	0.987561655140774	0.683446192006975	9	7
ENSG00000117280	RAB7L1	0.333268692826356	0.529379254752098	4	6
ENSG00000117385	LEPRE1	0.464155884340852	0.564699319686205	5	6
ENSG00000117597	DIEXF	0.483368373450371	0.408534707563862	5	5
ENSG00000117598	LPPR5	0.174593833272511	0.271704611196146	2	3
ENSG00000117600	LPPR4	0.247419002419295	0.482788536394589	3	6
ENSG00000117616	C1orf63	0.464071373905692	0.0573770449118808	5	0
ENSG00000117791	MARC2	0.511080806751722	0.634827332979035	5	7
ENSG00000117877	CD3EAP	0.242496184019025	0.532044910418235	3	6
ENSG00000117899	MESDC2	0.729320461867584	0.362311193234076	7	4
ENSG00000118307	CASC1	0.318069391448797	0.146584342194703	4	1
ENSG00000118308	LRMP	0.396840080786658	0.0277257212944757	4	0
ENSG00000118523	CTGF	0.665184859400741	0.299734822506034	7	4
ENSG00000118600	TMEM5	0.271988703317277	0.206828834434152	3	2
ENSG00000118894	FAM86A	0.337857218927018	0.460984731796658	4	5
ENSG00000118961	C2orf43	0.516940125434149	0.305553122090308	5	4
ENSG00000119147	C2orf40	0.113843132722837	0.118533406668607	1	1
ENSG00000119328	FAM206A	0.515866944195015	0.275689752649874	5	3
ENSG00000119333	WDR34	0.437408101566569	0.25395805480346	5	3
ENSG00000119383	PPP2R4	0.842854586467482	0.890673098123093	8	8
ENSG00000119636	CCDC176	0.255507592521127	0.468608061136449	3	6
ENSG00000119906	FAM178A	0.70286055987913	0.487608849759978	7	6
ENSG00000119979	FAM45A	0.706492811354164	0.205166941222736	7	2
ENSG00000120029	C10orf76	0.540677252671655	0.620850256125537	6	7
ENSG00000120051	CCDC147	0.516396477769733	0.299003473482474	5	4
ENSG00000120664	SPG20OS	0.090374947860642	0.0800716358917285	0	0
ENSG00000120832	MTERFD3	0.13814445393519	0.233172880745283	1	3
ENSG00000120860	CCDC53	0.451562136018988	0.164721417039826	5	1
ENSG00000121210	KIAA0922	0.986159057488518	0.442142933916072	9	5
ENSG00000121274	PAPD5	0.959423525270174	0.984405516772708	9	9
ENSG00000121753	BAI2	0.859929387197121	0.758924839231589	8	8
ENSG00000122085	MTERFD2	0.872129498072913	0.591442568860712	8	7
ENSG00000122376	FAM35A	0.632864155387102	0.676682579701305	6	7
ENSG00000122378	FAM213A	0.743971874689834	0.490448457817687	7	6
ENSG00000122490	PQLC1	0.887690359725472	0.139067567134868	8	1
ENSG00000122545	SEPT7	0.926507220129485	0.970286600671684	8	9
ENSG00000122591	FAM126A	0.612314214047997	0.250675319815981	6	3
ENSG00000122687	FTSJ2	0.433713837328584	0.368979216103536	5	5
ENSG00000122733	KIAA1045	0.394460384375772	0.415155506830638	4	5
ENSG00000122783	C7orf49	0.401686275897174	0.283196833962072	5	3
ENSG00000123144	C19orf43	0.284160736990541	0.820895165267591	3	8
ENSG00000123146	CD97	0.356280831981879	0.334341412459741	4	4
ENSG00000123395	C12orf44	0.147310586063219	0.787928437611552	1	8
ENSG00000123427	METTL21B	0.182277263505627	0.53818349289802	2	6
ENSG00000123815	ADCK4	0.273346516092545	0.609518024628628	3	7
ENSG00000124172	ATP5E	0.696525745517997	0.263178645640261	7	3
ENSG00000124208	TMEM189-UBE2V1	0.601264343757303	0.621207982579981	6	7
ENSG00000124575	HIST1H1D	0.528758891074816	0.0619295791685333	6	0
ENSG00000124610	HIST1H1A	0.125913621464098	0.0463292509206359	1	0
ENSG00000124635	HIST1H2BJ	0.183065884446553	0.108890907392779	2	0
ENSG00000125122	LRRC29	0.135211856873806	0.221995762676446	1	2
ENSG00000125149	C16orf70	0.664853141423388	0.893650138099293	7	8
ENSG00000125319	C17orf53	0.130926743568806	0.376042592355621	1	5
ENSG00000125375	ATP5S	0.130845536975742	0.266911287202146	1	3
ENSG00000125462	C1orf61	0.108975378175789	0.348198838871365	1	4
ENSG00000125531	C20orf195	0.209528661921883	0.195451116192604	2	2
ENSG00000125899	C20orf187	0.130915858763791	0.102797154751487	1	0
ENSG00000126773	PCNXL4	0.332890802807233	0.224756604534307	4	2
ENSG00000126870	WDR60	0.670874849565633	0.122729845689962	7	1
ENSG00000127054	CPSF3L	0.393208330515553	0.71051886249023	4	7
ENSG00000127252	HRASLS	0.487240914190729	0.0359994727196735	5	0
ENSG00000127507	EMR2	0.0939798584979123	0.181482860295996	0	2
ENSG00000127989	MTERF	0.139285490833191	0.0792793417887035	1	0
ENSG00000128254	C22orf24	0.208525933409101	0.106356330000899	2	0
ENSG00000128581	RABL5	0.114167164659456	0.216545246375358	1	2
ENSG00000128891	C15orf57	0.150379190572346	0.544685274644726	1	6
ENSG00000128915	NARG2	0.594605433986944	0.313770355500791	6	4
ENSG00000128923	FAM63B	0.554704123568924	0.213947091856321	6	2
ENSG00000129195	FAM64A	0.23190725559	0.134412319856029	3	1
ENSG00000129295	LRRC6	0.614045344177984	0.121537864107914	6	1
ENSG00000129810	SGOL1	0.576127196876949	0.0601070487221592	6	0
ENSG00000129925	TMEM8A	0.208040337935888	0.893887789893293	2	8
ENSG00000129951	LPPR3	0.373136510668408	0.0594135967363363	4	0
ENSG00000130038	EFCAB4B	0.76157866390305	0.560606984791315	7	6
ENSG00000130173	C19orf80	0.208454375235856	0.375434885107562	2	5
ENSG00000130202	PVRL2	0.872810751099168	0.876412878124899	8	8
ENSG00000130349	C6orf203	0.208227153964489	0.249397292030711	2	3
ENSG00000130396	MLLT4	0.99845428536244	0.998798124099456	9	9
ENSG00000130518	KIAA1683	0.195300971143514	0.334912565503091	2	4
ENSG00000130731	C16orf13	0.110422155395479	0.206878241124839	1	2
ENSG00000130770	ATPIF1	0.194769953648875	0.345022790028611	2	4
ENSG00000130813	C19orf66	0.231728281871896	0.694068366010416	3	7
ENSG00000130921	C12orf65	0.3758700714821	0.195028088569668	4	2
ENSG00000131355	EMR3	0.0682684917970817	0.246539450144592	0	3
ENSG00000131381	ZFYVE20	0.742256405734021	0.492457557105145	7	6
ENSG00000131482	G6PC	0.434422839745647	0.49887177675787	5	6
ENSG00000131871	VIMP	0.891182902110673	0.0959113990992209	8	0
ENSG00000131944	C19orf40	0.204669047623742	0.153357227037716	2	1
ENSG00000132016	C19orf57	0.247138989450166	0.403024572482158	3	5
ENSG00000132465	IGJ	0.12287904928559	0.0689115721474147	1	0
ENSG00000132475	H3F3B	0.902507914355479	0.73113630690982	8	7
ENSG00000132541	HRSP12	0.352825543213095	0.10154905761152	4	0
ENSG00000132613	MTSS1L	0.803743212752111	0.998798426370222	7	9
ENSG00000132680	KIAA0907	0.620693073720371	0.93500261973782	6	9
ENSG00000132749	MTL5	0.143823467080605	0.301497192927598	1	4
ENSG00000132849	INADL	0.789746759072304	0.685844711289532	7	7
ENSG00000132881	RSG1	0.226791590379577	0.422025428858701	2	5
ENSG00000133104	SPG20	0.15117124555897	0.418826316571571	1	5
ENSG00000133247	SUV420H2	0.429143705042473	0.755903370068009	5	8
ENSG00000133302	ANKRD32	0.296249275637858	0.260451702681379	3	3
ENSG00000133321	RARRES3	0.138415890238361	0.249127283069067	1	3
ENSG00000133328	HRASLS2	0.124511436235715	0.109492601406635	1	0
ENSG00000133393	FOPNL	0.367208907405493	0.177346007951158	4	2
ENSG00000133424	LARGE	0.985586379076582	0.850113063416823	9	8
ENSG00000133475	GGT2	0.0530640807711779	0.393552295540343	0	5
ENSG00000133706	LARS	0.664362232239712	0.663989704453509	7	7
ENSG00000133794	ARNTL	0.994282179967701	0.990959634024189	9	9
ENSG00000133872	TMEM66	0.184543315607075	0.320592463848896	2	4
ENSG00000133935	C14orf1	0.611714779949858	0.685099442414962	6	7
ENSG00000133943	C14orf159	0.384065632395077	0.399777066353426	4	5
ENSG00000134440	NARS	0.679725051555394	0.49508360589734	7	6
ENSG00000134444	KIAA1468	0.99307315401175	0.627054296514607	9	7
ENSG00000134452	FBXO18	0.936746339604443	0.877944193563117	9	8
ENSG00000134548	C12orf39	0.480646456778514	0.183244341537478	5	2
ENSG00000134684	YARS	0.407678048169357	0.871955431027424	5	8
ENSG00000134744	ZCCHC11	0.991957810804974	0.979344463294677	9	9
ENSG00000134901	KDELC1	0.808284710923257	0.161195392264846	8	1
ENSG00000135048	TMEM2	0.591764446119888	0.0432261101524116	6	0
ENSG00000135063	FAM189A2	0.432817991581043	0.337195482271071	5	4
ENSG00000135127	CCDC64	0.890206231291435	0.581082206236754	8	7
ENSG00000135248	FAM71F1	0.130439289439814	0.141189967055385	1	1
ENSG00000135298	BAI3	0.828016935008381	0.867257972719206	8	8
ENSG00000135315	KIAA1009	0.325592987254608	0.171854990399686	4	2
ENSG00000135390	ATP5G2	0.11111181879162	0.395222314442667	1	5
ENSG00000135537	LACE1	0.288140700933302	0.552708043534746	3	6
ENSG00000135697	BCMO1	0.229141013237809	0.0434199698135587	3	0
ENSG00000135749	PCNXL2	0.77393537258078	0.362960966100321	7	4
ENSG00000135842	FAM129A	0.497927713541961	0.255901176576228	5	3
ENSG00000136051	KIAA1033	0.862924178983718	0.160632872742849	8	1
ENSG00000136110	LECT1	0.1135321074945	0.210410454661306	1	2
ENSG00000136243	NUPL2	0.659161481030961	0.370730772429055	7	5
ENSG00000136275	C7orf69	0.109247585594521	0.136162304879919	1	1
ENSG00000136536	MARCH7	0.914172248319194	0.557047474574647	8	6
ENSG00000136628	EPRS	0.892567042641017	0.700494291422319	8	7
ENSG00000136682	CBWD2	0.0709417832883055	0.358356225263224	0	4
ENSG00000136813	KIAA0368	0.963270773215646	0.843573211610748	9	8
ENSG00000136830	FAM129B	0.540861914275386	0.528157562376185	6	6
ENSG00000136932	C9orf156	0.507760048124917	0.352855792776627	5	4
ENSG00000137038	TMEM261	0.575631305377592	0.248261736608778	6	3
ENSG00000137492	PRKRIR	0.899757223333466	0.952559440836361	8	9
ENSG00000137691	C11orf70	0.143417266414582	0.0535201110611059	1	0
ENSG00000137767	SQRDL	0.246610218105181	0.186021270481734	3	2
ENSG00000137812	CASC5	0.557697495686559	0.294705634843232	6	3
ENSG00000137944	CCBL2	0.162987867269673	0.296471170822323	2	4
ENSG00000138018	EPT1	0.727147022248667	0.573657037351069	7	6
ENSG00000138111	TMEM180	0.130258243244975	0.239118152326558	1	3
ENSG00000138434	SSFA2	0.62801504828765	0.163232144158299	6	1
ENSG00000138463	DIRC2	0.166138020855901	0.17255177028998	2	2
ENSG00000138614	VWA9	0.413014820657058	0.562536032477673	5	6
ENSG00000138658	C4orf21	0.246178318574421	0.10872211522738	3	0
ENSG00000138688	KIAA1109	0.82492179263252	0.619188418432975	8	7
ENSG00000138758	SEPT11	0.830401113083797	0.888932554808262	8	8
ENSG00000138944	KIAA1644	0.674318954549383	0.221553243581488	7	2
ENSG00000139146	FAM60A	0.915496529476384	0.974948782235149	8	9
ENSG00000139160	METTL20	0.0865336880636433	0.119131554939617	0	1
ENSG00000139266	MARCH9	0.371058794895477	0.874540669062096	4	8
ENSG00000139405	C12orf52	0.560664978290283	0.478591681377619	6	6
ENSG00000139496	NUPL1	0.70043020988745	0.518770431535377	7	6
ENSG00000139637	C12orf10	0.0965622892385408	0.660237828668325	0	7
ENSG00000139971	C14orf37	0.237208973370033	0.164852057741442	3	1
ENSG00000140104	C14orf79	0.25880879261167	0.146319465016982	3	1
ENSG00000140105	WARS	0.88057415563757	0.536292826845425	8	6
ENSG00000140395	WDR61	0.510238054255096	0.997641319659954	5	9
ENSG00000140406	MESDC1	0.703778472267113	0.742456241294435	7	8
ENSG00000140471	LINS	0.876154656014748	0.157668551133226	8	1
ENSG00000140598	EFTUD1	0.835895189476046	0.489522538148885	8	6
ENSG00000140623	SEPT12	0.228872370502385	0.121917303862307	3	1
ENSG00000140688	C16orf58	0.250548754767026	0.412147066646902	3	5
ENSG00000140950	TLDC1	0.124283925303054	0.071237012320563	1	0
ENSG00000141076	CIRH1A	0.790513464642432	0.500604299161603	7	6
ENSG00000141371	C17orf64	0.196359241819706	0.0954368413671031	2	0
ENSG00000141391	SLMO1	0.0855630292049405	0.147603644083986	0	1
ENSG00000141441	GAREM	0.630848546991954	0.663158775996407	6	7
ENSG00000141452	C18orf8	0.833770366567998	0.589023174894322	8	7
ENSG00000141577	AZI1	0.509918463383188	0.167883968759923	5	1
ENSG00000141696	LEPREL4	0.142192072260715	0.546070189435726	1	6
ENSG00000141699	FAM134C	0.414298610740646	0.721693717945684	5	7
ENSG00000141934	PPAP2C	0.696746500567062	0.539657791470084	7	6
ENSG00000142102	ATHL1	0.800420763984753	0.197256053674347	7	2
ENSG00000142197	DOPEY2	0.775842555050946	0.136571720907009	7	1
ENSG00000142444	C19orf52	0.151162879416221	0.678648213956355	1	7
ENSG00000142513	ACPT	0.145194755299091	0.242485543816228	1	3
ENSG00000142530	FAM71E1	0.128854017491566	0.285333692249946	1	3
ENSG00000142609	C1orf222	0.506954277010407	0.129100981390233	5	1
ENSG00000142871	CYR61	0.726088483942827	0.364198397015054	7	4
ENSG00000142920	ADC	0.245289090842922	0.42726463805025	3	5
ENSG00000143207	RFWD2	0.876127799539211	0.810389636352529	8	8
ENSG00000143217	PVRL4	0.536091873375348	0.606410207116695	6	7
ENSG00000143303	RRNAD1	0.181528619431133	0.530379045896729	2	6
ENSG00000143363	PRUNE	0.217004858049488	0.607279786294796	2	7
ENSG00000143409	FAM63A	0.379006992945012	0.644706475910257	4	7
ENSG00000143674	MLK4	0.835497378450071	0.735149650625131	8	8
ENSG00000144320	KIAA1715	0.298396753823412	0.148987551003567	3	1
ENSG00000144567	FAM134A	0.478676458127484	0.372463296522621	5	5
ENSG00000144580	RQCD1	0.964100570357702	0.994143956310603	9	9
ENSG00000144583	MARCH4	0.748117060020316	0.481794981540029	7	6
ENSG00000144649	FAM198A	0.537127659764213	0.488764656757846	6	6
ENSG00000144820	GPR128	0.166304214928845	0.395054446796028	2	5
ENSG00000145016	KIAA0226	0.904462923869373	0.979611895562612	8	9
ENSG00000145041	VPRBP	0.936529112290706	0.99788764127562	9	9
ENSG00000145416	MARCH1	0.675601461341083	0.332654011605979	7	4
ENSG00000145495	MARCH6	0.997011855230721	0.955597016593261	9	9
ENSG00000145569	FAM105A	0.386683984008363	0.268561652272983	4	3
ENSG00000145642	FAM159B	0.0631326495767915	0.0503856125252691	0	0
ENSG00000146047	HIST1H2BA	0.131845353733222	0.211982972287057	1	2
ENSG00000146085	MUT	0.5655801967375	0.0880709945272849	6	0
ENSG00000146476	C6orf211	0.861072760621767	0.140500669082649	8	1
ENSG00000146521	C6orf123	0.789449955427353	0.0975897505866448	7	0
ENSG00000146576	C7orf26	0.793015365889869	0.469902015349066	7	6
ENSG00000146700	SRCRB4D	0.106597366950653	0.442649756678117	1	5
ENSG00000146729	GBAS	0.273626501027728	0.507387210994439	3	6
ENSG00000146826	C7orf43	0.134028641466551	0.648301657551974	1	7
ENSG00000147471	PROSC	0.227756155204717	0.367794043632081	3	5
ENSG00000147535	PPAPDC1B	0.429508807318873	0.433243550513918	5	5
ENSG00000147548	WHSC1L1	0.988462830955407	0.990805723070708	9	9
ENSG00000147813	NAPRT1	0.147148848177698	0.191044638809957	1	2
ENSG00000147996	CBWD5	0.0993256424668728	0.155081582821274	0	1
ENSG00000148110	HIATL1	0.250507017384303	0.423718586572417	3	5
ENSG00000148120	C9orf3	0.807545105867802	0.508897158650697	8	6
ENSG00000148123	LPPR1	0.459925708630753	0.369791612374876	5	5
ENSG00000148343	FAM73B	0.377045800243627	0.511007472464565	4	6
ENSG00000148362	C9orf142	0.347964479643714	0.5798384991231	4	7
ENSG00000148481	FAM188A	0.516053805993452	0.272224945115336	5	3
ENSG00000148655	C10orf11	0.208646873238168	0.183149198013328	2	2
ENSG00000149179	C11orf49	0.107167036351909	0.481280579804216	1	6
ENSG00000149196	C11orf73	0.266780348696296	0.616343263265891	3	7
ENSG00000149443	C20orf78	0.314729260654052	0.30617674241049	4	4
ENSG00000149476	DAK	0.357362875132866	0.785506859466383	4	8
ENSG00000149507	PLAC1L	0.0867681119245571	0.172312240172706	0	2
ENSG00000149531	FRG1B	0.107990993757967	0.138232047282319	1	1
ENSG00000149716	ORAOV1	0.121903989890128	0.324787228369714	1	4
ENSG00000149926	FAM57B	0.216352113493118	0.612066751827375	2	7
ENSG00000150456	N6AMT2	0.0554874779654323	0.094138763299244	0	0
ENSG00000150471	LPHN3	0.90088366037159	0.634733356929222	8	7
ENSG00000150750	C11orf53	0.329983693360972	0.300362527255587	4	4
ENSG00000150756	FAM173B	0.753870362771821	0.128342624898816	7	1
ENSG00000150776	C11orf57	0.581530388690843	0.382552715020422	6	5
ENSG00000151014	CCRN4L	0.371342795592341	0.19529515318229	4	2
ENSG00000151131	C12orf45	0.255719826381276	0.15756062810484	3	1
ENSG00000151135	C12orf23	0.594510281799318	0.228245085817822	6	2
ENSG00000151136	BTBD11	0.935228055887803	0.883468143753695	9	8
ENSG00000151553	FAM160B1	0.924583686140133	0.593355255621543	8	7
ENSG00000151576	QTRTD1	0.481428976190018	0.57942411043311	5	7
ENSG00000151725	MLF1IP	0.883699382582707	0.0786731229730655	8	0
ENSG00000151881	C5orf28	0.082611086640795	0.107120178748305	0	0
ENSG00000152078	TMEM56	0.229014058045384	0.392033222849417	3	5
ENSG00000152193	RNF219	0.532909248984652	0.299658937837407	6	4
ENSG00000152234	ATP5A1	0.634835663563093	0.975847189427751	6	9
ENSG00000152760	TCTEX1D1	0.100459166966283	0.0764578062305511	0	0
ENSG00000152763	WDR78	0.17775018947164	0.21146706317187	2	2
ENSG00000152936	IFLTD1	0.0794227263100308	0.898294334177079	0	8
ENSG00000152990	GPR125	0.863226165060745	0.203178416791612	8	2
ENSG00000153292	GPR110	0.39682291732712	0.17710691174864	4	2
ENSG00000153294	GPR115	0.236292467758792	0.353782377592237	3	4
ENSG00000153310	FAM49B	0.968355358197858	0.267363433629649	9	3
ENSG00000153789	FAM92B	0.172984140908281	0.089784315345231	2	0
ENSG00000153975	ZUFSP	0.297543859268012	0.633371868807251	3	7
ENSG00000154079	C6orf57	0.0995147619074786	0.151690951589768	0	1
ENSG00000154124	FAM105B	0.9113423275735	0.609364802442266	8	7
ENSG00000154153	FAM134B	0.675521866537837	0.374365486744781	7	5
ENSG00000154174	TOMM70A	0.820470966741221	0.721558520798523	8	7
ENSG00000154479	CCDC173	0.182501240660109	0.21975040114416	2	2
ENSG00000154511	FAM69A	0.235102272754048	0.690850221744095	3	7
ENSG00000154518	ATP5G3	0.329178257050194	0.254078488827763	4	3
ENSG00000154582	TCEB1	0.372557767369147	0.894843859088007	4	8
ENSG00000154723	ATP5J	0.593756702313483	0.296067410042806	6	4
ENSG00000154997	SEPT14	0.0471773252826342	0.272268331210608	0	3
ENSG00000155099	TMEM55A	0.153367796759443	0.274880830315857	1	3
ENSG00000155324	GRAMD3	0.298233592709148	0.161713155577025	3	1
ENSG00000155438	MKI67IP	0.362555428186123	0.280412097252961	4	3
ENSG00000155744	FAM126B	0.628914613860602	0.235753195158716	6	3
ENSG00000155749	ALS2CR12	0.0634763496207706	0.108689658446782	0	0
ENSG00000155754	ALS2CR11	0.385784478940927	0.385982459102183	4	5
ENSG00000155875	FAM154A	0.183372710242395	0.060995551747184	2	0
ENSG00000155893	ACPL2	0.242214978183423	0.319196500539063	3	4
ENSG00000156017	C9orf41	0.383188622532689	0.344821330106337	4	4
ENSG00000156030	ELMSAN1	0.935559642402723	0.756288624942075	9	8
ENSG00000156042	TTC18	0.206205787144776	0.267353503868891	2	3
ENSG00000156172	C8orf37	0.125836092158585	0.0791651471395257	1	0
ENSG00000156206	C15orf26	0.467426436596986	0.126931625297275	5	1
ENSG00000156411	C14orf2	0.709197125295299	0.229132528590531	7	2
ENSG00000156469	MTERFD1	0.636968181266892	0.40203386746978	6	5
ENSG00000156795	WDYHV1	0.655926042034945	0.420115691669834	7	5
ENSG00000156875	HIAT1	0.761460916467919	0.768961246957561	7	8
ENSG00000157181	C1orf27	0.605367555729279	0.15614271773285	6	1
ENSG00000157330	C1orf158	0.184181151585352	0.0835465029475148	2	0
ENSG00000157353	FUK	0.268549443778598	0.585457567120669	3	7
ENSG00000157538	DSCR3	0.650340602758301	0.384390677876949	6	5
ENSG00000157654	PALM2-AKAP2	0.626607397275391	0.151208904778463	6	1
ENSG00000157693	C9orf91	0.402047494346387	0.120663731603543	5	1
ENSG00000157833	GAREML	0.508628355309257	0.584043166584479	5	7
ENSG00000157870	FAM213B	0.371977545108157	0.296687487412619	4	4
ENSG00000158019	BRE	0.667998351683429	0.508645157632874	7	6
ENSG00000158023	WDR66	0.492164166527799	0.584067111935098	5	7
ENSG00000158122	AAED1	0.208353984887971	0.256466539132521	2	3
ENSG00000158246	FAM46B	0.459023378520486	0.155309822841177	5	1
ENSG00000158373	HIST1H2BD	0.204121069800947	0.0769620514765122	2	0
ENSG00000158406	HIST1H4H	0.0958298648810146	0.0319596557459555	0	0
ENSG00000158428	C2orf62	0.160700675020159	0.185870561391301	2	2
ENSG00000158483	FAM86C1	0.0952354512530601	0.328897436312894	0	4
ENSG00000158636	C11orf30	0.967673062233205	0.867392625507953	9	8
ENSG00000158669	AGPAT6	0.292132257502406	0.410084759876754	3	5
ENSG00000158863	FAM160B2	0.289411983010939	0.459379810755318	3	5
ENSG00000159079	C21orf59	0.562244977132933	0.19202390699061	6	2
ENSG00000159199	ATP5G1	0.303464635787084	0.775569415307709	3	8
ENSG00000159208	C1orf51	0.254301752413417	0.689819520916517	3	7
ENSG00000159618	GPR114	0.150600266915327	0.279012889768134	1	3
ENSG00000159625	CCDC135	0.305333196637394	0.35947437642351	3	4
ENSG00000159753	RLTPR	0.289658967023687	0.332091163558066	3	4
ENSG00000160124	CCDC58	0.279826582925069	0.22463684969169	3	2
ENSG00000160221	C21orf33	0.231675162958368	0.293314331203262	3	3
ENSG00000160226	C21orf2	0.300641442371408	0.203632676638671	3	2
ENSG00000160256	FAM207A	0.687295130515273	0.409218521636147	7	5
ENSG00000160345	C9orf116	0.583089025409202	0.193769195935293	6	2
ENSG00000160401	C9orf117	0.236163284752704	0.30525796581111	3	4
ENSG00000160539	PPAPDC3	0.396413252655334	0.113128980682175	4	1
ENSG00000160593	AMICA1	0.377103854637184	0.0574130074280948	4	0
ENSG00000160767	FAM189B	0.0970995139925175	0.651646523923631	0	7
ENSG00000161010	C5orf45	0.637292346048157	0.964680731109613	6	9
ENSG00000161609	CCDC155	0.458788989932993	0.419751663761967	5	5
ENSG00000161835	GRASP	0.6054070278233	0.889961993962837	6	8
ENSG00000161992	C16orf11	0.798639336055215	0.262030982317354	7	3
ENSG00000162062	C16orf59	0.27689133581456	0.0766267938147221	3	0
ENSG00000162069	CCDC64B	0.611080697379132	0.131929461874258	6	1
ENSG00000162377	SELRC1	0.18895301512675	0.187164057457164	2	2
ENSG00000162384	C1orf123	0.235092014068792	0.470826552752175	3	6
ENSG00000162398	C1orf177	0.159702053927872	0.0923083140866708	1	0
ENSG00000162407	PPAP2B	0.956399692200252	0.424035445959559	9	5
ENSG00000162430	SEPN1	0.20888399094722	0.440259325711463	2	5
ENSG00000162585	C1orf86	0.284085136970392	0.28793348268336	3	3
ENSG00000162618	ELTD1	0.0610266015341533	0.0378387261439955	0	0
ENSG00000162643	WDR63	0.0998633739100298	0.332172663957379	0	4
ENSG00000162771	FAM71A	0.322706926623543	0.16853286786817	4	1
ENSG00000162894	FAIM3	0.315998042448266	0.21946931751661	4	2
ENSG00000162913	C1orf145	0.252848383866843	0.174769382487154	3	2
ENSG00000162972	C2orf47	0.603662189890558	0.310591377587588	6	4
ENSG00000162976	PQLC3	0.206767162468098	0.146136313559744	2	1
ENSG00000162981	FAM84A	0.904550109046859	0.352496271218759	8	4
ENSG00000163001	CCDC104	0.191688555129155	0.213717136231787	2	2
ENSG00000163026	C2orf44	0.438929255966982	0.161551992857048	5	1
ENSG00000163041	H3F3A	0.939778555739446	0.661106418427483	9	7
ENSG00000163050	ADCK3	0.465043261699753	0.779535511650034	5	8
ENSG00000163075	PCDP1	0.128831681658448	0.215123650926637	1	2
ENSG00000163263	C1orf189	0.0543494256612851	0.1255429480465	0	1
ENSG00000163286	ALPPL2	0.370271087486666	0.298248036973643	4	4
ENSG00000163322	FAM175A	0.155428509140102	0.110789563918425	1	0
ENSG00000163362	C1orf106	0.492403594566632	0.139786406706655	5	1
ENSG00000163377	FAM19A4	0.30495513222842	0.118382751280912	3	1
ENSG00000163382	APOA1BP	0.0998976501643235	0.666997952166791	0	7
ENSG00000163424	C3orf30	0.0846822211611649	0.174757388617264	0	2
ENSG00000163507	KIAA1524	0.352428880721806	0.179050032665846	4	2
ENSG00000163535	SGOL2	0.427724275163766	0.146326105068299	5	1
ENSG00000163608	C3orf17	0.51797643099841	0.330179854450844	5	4
ENSG00000163617	KIAA1407	0.34487394225157	0.232879532988609	4	3
ENSG00000163645	FAM194A	0.129872760311208	0.173168229253772	1	2
ENSG00000163689	C3orf67	0.0793171574209644	0.35662392818443	0	4
ENSG00000163885	CCDC37	0.137345657699449	0.17035285120806	1	1
ENSG00000163915	C3orf65	0.379173261267506	0.0804036641332095	4	0
ENSG00000163946	FAM208A	0.968751935938884	0.906873036588404	9	8
ENSG00000163975	MFI2	0.784252306094871	0.402158137705501	7	5
ENSG00000164032	H2AFZ	0.775542310555944	0.820200486184826	7	8
ENSG00000164074	C4orf29	0.51398166063804	0.299152559085599	5	4
ENSG00000164116	GUCY1A3	0.28830684958966	0.469847205444384	3	6
ENSG00000164125	FAM198B	0.253053233728454	0.111276532320278	3	1
ENSG00000164142	FAM160A1	0.820579101977526	0.687400927459847	8	7
ENSG00000164151	KIAA0947	0.994903573522149	0.635219371153613	9	7
ENSG00000164169	PRMT10	0.565421204521791	0.352441393402384	6	4
ENSG00000164199	GPR98	0.502150435176653	0.497511987137628	5	6
ENSG00000164323	KIAA1430	0.860185342068395	0.893342181618995	8	8
ENSG00000164329	PAPD4	0.322376789521196	0.367110114477415	4	5
ENSG00000164385	C6orf195	0.535327136555751	0.0624840326604533	6	0
ENSG00000164393	GPR111	0.142706440712796	0.150023205254873	1	1
